Identifier,Label,Description,Created,Modified,History notes,Type,Status,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type,Mapped status
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,773,Port arrival notification,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,775,Port consignment notification,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,777,Ports of entry - detention,Service,Discontinued
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,781,Reservoir management,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,767,Towing for marine vessels,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,478,Council car parks,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1799,Cycle and motorcycle parking,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,114,Estate parking,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1725,Lorry parking,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1112,Park and ride,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,474,Parking permits,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,473,Parking zones,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,475,Pavement parking,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,479,Private car parks,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,471,Street parking enforcement,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,472,Vehicle clamping and removal,Service,Live
110,Parking,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1705,Workplace parking levy,Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1599,Bus lanes and routes,Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,637,Bus stops and shelters,Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1715,Ferries,Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,902,Journey planning,Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,273,Older people's bus pass,Service,Discontinued
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,904,Planned transport service changes,Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1778,Quality contract schemes for bus services,Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,903,Real time transport information,Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,906,"Stations, stops and shelters",Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,905,Transport service disruption information,Service,Live
111,Public transport,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,907,Transport tickets and passes,Service,Live
112,Rights of way,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,862,Local access forums,Service,Live
112,Rights of way,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,613,Public rights of way,Service,Live
112,Rights of way,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,614,Rights of way enforcement,Service,Live
112,Rights of way,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1120,Rights of way maintenance,Service,Live
113,Road safety,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,545,Dangerous road improvements,Service,Live
113,Road safety,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,783,Driver training,Service,Live
113,Road safety,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,869,MOT testing,Service,Live
113,Road safety,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,568,Pedestrian crossings,Service,Live
113,Road safety,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1586,Play streets,Service,Live
113,Road safety,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,784,Road safety cameras,Service,Live
113,Road safety,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,543,Speed humps,Service,Live
113,Road safety,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,571,Speed limits,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,554,Bridge strengthening,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,477,Dropped kerbs,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,537,Pavement maintenance,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,536,Pavement obstructions,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,558,Personal injury and damage claims,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1706,Prospectively maintainable highways,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,701,Road adoption,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,553,Road bridges,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,570,Road closures and diversions,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1762,Road construction,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,557,Road maintenance,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,550,Road obstructions,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,540,Road signs,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,591,Road spillages,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,549,Road surveys,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,569,Road works notification,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,551,Roads enforcement,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,552,Roads weight limits,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1136,Stopping up orders,Service,Live
114,Roads and pavements,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,564,Street lighting,Service,Live
